corrupted,correct
O=C=NCC(F)(F)C(F)(F)CF)((F)F,O=C=NCC(F)(F)C(F)(F)C(F)(F)F
O=C=NCC(F)(F)C(F)(F)C(F)(F),O=C=NCC(F)(F)C(F)(F)C(F)(F)F
CCC1(c2cccc(Clc2)C(=O)NC(=O)NC1=O,CCC1(c2cccc(Cl)c2)C(=O)NC(=O)NC1=O
CCC1(c2cccc(Cl)c2)C(=O)NC(=O)NC1=,CCC1(c2cccc(Cl)c2)C(=O)NC(=O)NC1=O
CCC1(c2cccc(Cl)c2)C(=OC)NC(=O)NC1=O,CCC1(c2cccc(Cl)c2)C(=O)NC(=O)NC1=O
CCC1(c2ccc(O)ccBr2)C(=O)NC(=O)NC1=O,CCC1(c2ccc(O)cc2)C(=O)NC(=O)NC1=O
CCC1(c2ccc(O)cc2)C(=O)NC(=O)NC1=,CCC1(c2ccc(O)cc2)C(=O)NC(=O)NC1=O
[F][Sn]([c]1cccccS1)([c]1ccccc1)[c]1ccccc1,[F][Sn]([c]1ccccc1)([c]1ccccc1)[c]1ccccc1
[F][Sn]([c]1ccccc1)([c]1ccccc1)[c]1ccccc,[F][Sn]([c]1ccccc1)([c]1ccccc1)[c]1ccccc1
[F][Sn]([c]1cccccP)([c]1ccccc11[c])ccccc,[F][Sn]([c]1ccccc1)([c]1ccccc1)[c]1ccccc1
CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)NC2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21.CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21.O=C(O)[C@H](O)[C@@H](O)C(=O)O,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21.CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21.O=C(O)[C@H](O)[C@@H](O)C(=O)O
CN1C[C@H](C(=O)N[C@]2(C)O[C@@])(3O[C@@H]4CCCN4C(O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21.CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21.O=C(O)[C@H](O)[C@@H](O)C(=O)O,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21.CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21.O=C(O)[C@H](O)[C@@H](O)C(=O)O
CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4SCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21.CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21.O=C(O)[C@H](O)[C@@H](O)C(=O)O,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21.CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21.O=C(O)[C@H](O)[C@@H](O)C(=O)O
CC(F)(F)C(Cl)C,CC(F)(F)C(Cl)CCl
CC(F)(F)C(ClNCCl,CC(F)(F)C(Cl)CCl
CC12CC(=O)C3C(CC4=CC(=H)CCC43C)C1CCC2=O,CC12CC(=O)C3C(CCC4=CC(=O)CCC43C)C1CCC2=O
CC12CC(=O)C3C(CCC4=CC(=O)CCC43C)C1CCC2=,CC12CC(=O)C3C(CCC4=CC(=O)CCC43C)C1CCC2=O
CC12CC(=O)C3C(CCCS=C(=O)CCC43C)C1CCC2=O,CC12CC(=O)C3C(CCC4=CC(=O)CCC43C)C1CCC2=O
CC1C[C@@]2(C)C(=CC1=O)CC[C@H]1[C@@H]3CC[C@](O)HC(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,CC1C[C@@]2(C)C(=CC1=O)CC[C@H]1[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F
CC1C[C@@]2(C)C(=CC=O)CC[C@H]1[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)CCl[C@H](O)[C@@]12F,CC1C[C@@]2(C)C(=CC1=O)CC[C@H]1[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F
CC1C[C@@]2(C)C(=CC1=O)CC[C@H]1[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12,CC1C[C@@]2(C)C(=CC1=O)CC[C@H]1[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F
C[C@@H]1CC2C3CC4=CC(=O)C=CC4CC)[C@@]3(F)C(Cl)CC2(()C1C(=O)CO,C[C@@H]1CC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC2(C)C1C(=O)CO
C[C@@H]1CC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC2(C)C1C(=O)C,C[C@@H]1CC2C3CCC4=CC(=O)C=CC4(C)[C@@]3(F)C(O)CC2(C)C1C(=O)CO
O=[N+]([O-])c1ccccc1C(F(F)F,O=[N+]([O-])c1ccccc1C(F)(F)F
O=[N+]([O-])c1ccccc1(F)(F)F,O=[N+]([O-])c1ccccc1C(F)(F)F
O=[N+]([O-])c1ccccc1C(F)(F),O=[N+]([O-])c1ccccc1C(F)(F)F
c1cc2ccc3cccc4c3c2c(c1)c1c2cccc3ccc5)ccc(c5c32)c41,c1cc2ccc3cccc4c3c2c(c1)c1c2cccc3ccc5cccc(c5c32)c41
c1cc2ccc3ccc4c3c2c(c1)c1c2cccc3ccc5cccc(c5c32)c41,c1cc2ccc3cccc4c3c2c(c1)c1c2cccc3ccc5cccc(c5c32)c41
c1cc2ccc3cccc4c3c2c(c1)c1c2cccc3ccc5cccc(c5c32)c,c1cc2ccc3cccc4c3c2c(c1)c1c2cccc3ccc5cccc(c5c32)c41
c1ccc2c(c1)c1ccccc1c1c3cccc4ccc5cccc(c5O43)c21,c1ccc2c(c1)c1ccccc1c1c3cccc4ccc5cccc(c5c43)c21
cHccc2c(c1)c1ccccc1cc3cccc4ccOc5cccc(c5c43)c21,c1ccc2c(c1)c1ccccc1c1c3cccc4ccc5cccc(c5c43)c21
c1ccc2c(c1)c1ccccc1c1c3cccc4ccc5cccc(c5c43)c,c1ccc2c(c1)c1ccccc1c1c3cccc4ccc5cccc(c5c43)c21
C[C@@H]1CC2C3C[C@H](F)C4=CC(=O)CCC4(C)C3C(O)CC2(C)[C@@]1(O)C(=O)C,C[C@@H]1CC2C3C[C@H](F)C4=CC(=O)CCC4(C)C3C(O)CC2(C)[C@@]1(O)C(=O)CO
C[C@@H]1CC2C3C[C@@](F)C4=CC(=O)CCC4(C)C3C(O)CC2(C)[C@H]1(O)C(=O)CO,C[C@@H]1CC2C3C[C@H](F)C4=CC(=O)CCC4(C)C3C(O)CC2(C)[C@@]1(O)C(=O)CO
C[C@@H]1CC2CSC[C@H](F)C4=CC(=O)CCC4(C)C3C(O)CC2(C)[C@@]1(O)C(=O)CO,C[C@@H]1CC2C3C[C@H](F)C4=CC(=O)CCC4(C)C3C(O)CC2(C)[C@@]1(O)C(=O)CO
Cc1cc(C(=O)OCCN2CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)cc(OC)c1OC,COc1cc(C(=O)OCCN2CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)cc(OC)c1OC
COc1cc(C(=OCl)OCCN2CCN(CCCN3c4ccccc4Sc4cc1(Cl)c43)CC2)cc(OC)ccOC,COc1cc(C(=O)OCCN2CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)cc(OC)c1OC
COc1cc(C(=O)OCCN2CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)cc(OC)c1O,COc1cc(C(=O)OCCN2CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)cc(OC)c1OC
CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc,CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1
CC(Cc1ccccc1)NCCC(c1ccccc1)1cCcccc1,CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1
CC(CN1ccccc1)NCCC(c1ccccc1)c1ccClccc1,CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1
CC[N+](CC)(CC)CCOC(=O)c1ccc(OC)c(OC)c1O,CC[N+](CC)(CC)CCOC(=O)c1ccc(OC)c(OC)c1OC
C[N+](CC)(CC)CCOC(=O)c1cccCO()c(OC)c1OC,CC[N+](CC)(CC)CCOC(=O)c1ccc(OC)c(OC)c1OC
CC[N+](CC)(CC)OCCC(=O)c1ccc(OC)c(OC)c1OC,CC[N+](CC)(CC)CCOC(=O)c1ccc(OC)c(OC)c1OC
Fc1c(F)c(F)cP(F)c(F)c1F,Fc1c(F)c(F)c(F)c(F)c1F
Fc1C(F)c(F)c(c)F(F)c1F,Fc1c(F)c(F)c(F)c(F)c1F
Fc1c(F)c(F)c(F)c(F)c1,Fc1c(F)c(F)c(F)c(F)c1F
FC(F)(F)c1(cccc1Br,FC(F)(F)c1ccccc1Br
FC(F)(F)c1ccccc1,FC(F)(F)c1ccccc1Br
Fc1=cccc1CF)(F)F,Fc1ccccc1C(F)(F)F
Fc1ccccc1C(F)(F),Fc1ccccc1C(F)(F)F
O=C(Cl)c1)ccccc1F,O=C(Cl)c1ccccc1F
O=C(Cl)c1cccc1F,O=C(Cl)c1ccccc1F
O=C(Cl)c1ccccc1,O=C(Cl)c1ccccc1F
O=[N+](=[O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1Cl,O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1Cl
O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1,O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1Cl
CN(C)CCN(Cc1ccc(F)cc1)c1ccccn,CN(C)CCN(Cc1ccc(F)cc1)c1ccccn1
CN(C1CCN(Cc1ccc(F)cc1)c1ccccn1,CN(C)CCN(Cc1ccc(F)cc1)c1ccccn1
CN(C)CCF(Cc1ccc(N)cc1)c1ccccn1,CN(C)CCN(Cc1ccc(F)cc1)c1ccccn1
Fc1ccc(-c2ccc(F)cc2)cc,Fc1ccc(-c2ccc(F)cc2)cc1
Fc1ccc(-c2ccccF)(c2)cc1,Fc1ccc(-c2ccc(F)cc2)cc1
Fc1cClc(-c2ccc(F)cc2)cc1,Fc1ccc(-c2ccc(F)cc2)cc1
CC(=O)Nc1ccc(-c2cccF)cc2)cc1,CC(=O)Nc1ccc(-c2ccc(F)cc2)cc1
CC(=O)Nc1ccc(-c2ccc(F)cc2)cc,CC(=O)Nc1ccc(-c2ccc(F)cc2)cc1
FC(F)(F)c1ccc2nc(C(F)(F)F)[nH]c22c1,FC(F)(F)c1ccc2nc(C(F)(F)F)[nH]c2c1
FC(F)(FBr)c1ccc2c(C(F)(F)F)[nH]N2c1,FC(F)(F)c1ccc2nc(C(F)(F)F)[nH]c2c1
FC(F)(F)c1ccc2nc((F)(F)F)[nH]c2c1,FC(F)(F)c1ccc2nc(C(F)(F)F)[nH]c2c1
FC(F)(F)C=C(Cl)C(FBr)(F)F,FC(F)(F)C=C(Cl)C(F)(F)F
FC(F)(F)C=C(Cl)C(F)(F),FC(F)(F)C=C(Cl)C(F)(F)F
cC(F)(F)c1ccc1(Br)c1,FC(F)(F)c1cccc(Br)c1
FC(F)(F)c1ccSN(Br)cc1,FC(F)(F)c1cccc(Br)c1
FC(F)(F)c1=ccc(Br)c1,FC(F)(F)c1cccc(Br)c1
SC(F)(F)c1Fccccc1C(F))F(F,FC(F)(F)c1ccccc1C(F)(F)F
FC(F)(S)c1ccccc1C(F)(F)F,FC(F)(F)c1ccccc1C(F)(F)F
FC(F)(F)c1ccccc1C(F)(F),FC(F)(F)c1ccccc1C(F)(F)F
O=)=Nc1cccc(S(=O)(=OCF)c1,O=C=Nc1cccc(S(=O)(=O)F)c1
O=C=c1cccc(S(=O)(=O)F)c1,O=C=Nc1cccc(S(=O)(=O)F)c1
O=C=Nc1cccc(S(=O)(=O)F)c,O=C=Nc1cccc(S(=O)(=O)F)c1
C=CC[N+](C)(C))c1ccc(CCC(=O)CCc2ccc([N+](C)(C)=C=C)cc2)cc1.[Br-].[Br-],C=CC[N+](C)(C)c1ccc(CCC(=O)CCc2ccc([N+](C)(C)CC=C)cc2)cc1.[Br-].[Br-]
C=CC[N+](C)(C)c1ccc(CCC(=O)Cc2ccc([N+](C)(C)CC=C)cc2)cc1.[Br-].[Br-],C=CC[N+](C)(C)c1ccc(CCC(=O)CCc2ccc([N+](C)(C)CC=C)cc2)cc1.[Br-].[Br-]
C=CC[N+](C)(C)c1ccc(CCC(=O)CCc2ccc([N+](C)(C)CC=C)cc2)cc1.[Br-].,C=CC[N+](C)(C)c1ccc(CCC(=O)CCc2ccc([N+](C)(C)CC=C)cc2)cc1.[Br-].[Br-]
O=[N+]([O-])Nc1ccc(C(F)(F)F)cc1,O=[N+]([O-])c1ccc(C(F)(F)F)cc1
O=[N+]([O-]c1ccc()C(FCl(F)F)cc1,O=[N+]([O-])c1ccc(C(F)(F)F)cc1
O=[N+]([O-])c1ccc(C(F)(F)F)cc,O=[N+]([O-])c1ccc(C(F)(F)F)cc1
Cc1cc(C(=O)O)nH1,Cc1cc(C(=O)O)n[nH]1
Cc1cc(C(=O)O)n[nH],Cc1cc(C(=O)O)n[nH]1
Cc1cC(C(=O)O)n[nH]1,Cc1cc(C(=O)O)n[nH]1
O=[N+]([O-])c1cccc(F)c,O=[N+]([O-])c1cccc(F)c1
S=[N+]([O-])c1c2ccc(F)c1,O=[N+]([O-])c1cccc(F)c1
NCC(O)c1ccc(F)cc,NCC(O)c1ccc(F)cc1
NCC(O)c1cc(F)cc1,NCC(O)c1ccc(F)cc1
NCC(ON)c1ccc(F)cc1,NCC(O)c1ccc(F)cc1
CC(=O)c1ccc(F)c1c,CC(=O)c1ccc(F)cc1
CC(=O)c1ccc(F)c1,CC(=O)c1ccc(F)cc1
CC(=O)c1ccc(Fcc1,CC(=O)c1ccc(F)cc1
O=C(Nc1Fcc(Cl)cc1)OC(F)(c)F,O=C(Nc1ccc(Cl)cc1)C(F)(F)F
O=C(Nc1ccc(Cl)cc1)C(F)(F),O=C(Nc1ccc(Cl)cc1)C(F)(F)F
O=C1(Nc1ccc(Cl)cc1)C(F)(F)F,O=C(Nc1ccc(Cl)cc1)C(F)(F)F
CCc1ccP(NC(=O)CF)cc1,Cc1ccc(NC(=O)CF)cc1
Cc1ccc(NC(=O)CFcc1,Cc1ccc(NC(=O)CF)cc1
Cc1cSc(NC(=O)CF)c1,Cc1ccc(NC(=O)CF)cc1
O)C(CF)Nc1cc)Cl(cc1,O=C(CF)Nc1ccc(Cl)cc1
O=C(CFCNc1cccC(Cl)cc1,O=C(CF)Nc1ccc(Cl)cc1
O=C)(CF)Nc1ccc(Cl)cc1,O=C(CF)Nc1ccc(Cl)cc1
O=C(CF)Nccccc(F)c11,O=C(CF)Nc1ccc(F)cc1
O=C(CF)Nc1ccc(OF)cc1,O=C(CF)Nc1ccc(F)cc1
O=C(CF)Nc1ccc(1)ccF,O=C(CF)Nc1ccc(F)cc1
Fc1cccc(N=C=S)c,Fc1cccc(N=C=S)c1
Fc(cccc1N=C=S)c,Fc1cccc(N=C=S)c1
NC(=OCl)N(CCO)N=Cc1ccc([N+](=O)[O-])o1,NC(=O)N(CCO)N=Cc1ccc([N+](=O)[O-])o1
NC(=O)N(CCO)N=Cc1ccc([N+](=O)[O-])o,NC(=O)N(CCO)N=Cc1ccc([N+](=O)[O-])o1
Fc1ccc(SCc2ccc(Cl)cc2)cc,Fc1ccc(SCc2ccc(Cl)cc2)cc1
Fcccc(SCc2ccc(Cl)cc2)cc1,Fc1ccc(SCc2ccc(Cl)cc2)cc1
Fc1ccc(SCc2cc(Cl)cc2)cc1,Fc1ccc(SCc2ccc(Cl)cc2)cc1
CN(C)c1ccc(N=Nc2ccc(C(F)(F)F)cc2)cc,CN(C)c1ccc(N=Nc2ccc(C(F)(F)F)cc2)cc1
CN(C)ccccc(N=Nc2cc1(C(F)(F)F)cc2)cc1C,CN(C)c1ccc(N=Nc2ccc(C(F)(F)F)cc2)cc1
CN(C)c1ccc(N=Nc2ccc(C(F)(F)F)c2)cc1,CN(C)c1ccc(N=Nc2ccc(C(F)(F)F)cc2)cc1
CC(C)O(C=O)CF,CC(C)OC(=O)CF
CC(C)OC(=O)C,CC(C)OC(=O)CF
O=C(OCCF)OCC,O=C(OCCF)OCCF
O=C(OCCF)OC(CF,O=C(OCCF)OCCF
COC(=O)CCF,COC(=O)CCCF
CCOC(=O)CCCF,COC(=O)CCCF
COC(C1O)CC=F,COC(=O)CCCF
C=CCOC(=O)C,C=CCOC(=O)CF
C=CCOC)=)CF,C=CCOC(=O)CF
C=CCC(O=)CPF,C=CCOC(=O)CF
O=C(CF)SCC,O=C(CF)SCCCl
O=C(CFSCCCl,O=C(CF)SCCCl
OC(CF)SCCCl,O=C(CF)SCCCl
O=C(OC(=O)C(F)(F)F)C(F)(F),O=C(OC(=O)C(F)(F)F)C(F)(F)F
O=C(OC(=O))(FC(F)F)C(F)(F)F,O=C(OC(=O)C(F)(F)F)C(F)(F)F
FCCFCC,FCC=CCF
FC=CCC,FCC=CCF
FCCBrFCC=,FCC=CCF
N#CCCC,N#CCCCF
N#CCCFC,N#CCCCF
CCCCCCC(F),CCCCCCC(F)F
O=C=1CCC(F,O=C=NCCCF
O=C=NCCC,O=C=NCCCF
O=C=NC=CF,O=C=NCCCF
CCOC(=O)CCCCCCCCCCCCCCC,CCOC(=O)CCCCCCCCCCCCCCCF
CCOC)=O)CCCCCCCCCCCCCCCF,CCOC(=O)CCCCCCCCCCCCCCCF
FCCCCCS,FCCCCCCS
FCCCCCC,FCCCCCCS
FCCCCCOS,FCCCCCCS
1C#CCCCCCF,C#CCCCCCCF
C#CCCCOCCF,C#CCCCCCCF
C#CCCCOCCCF,C#CCCCCCCF
OCCCCCCC,OCCCCCCCF
CCOCCCCCF,OCCCCCCCF
OCCCCCCF,OCCCCCCCF
FCCC2CCCCO,OCCCCCCCCF
OCCCCCCCC,OCCCCCCCCF
ClCCCCCCCCCCCCCC(=O)[O-].[Na+],CCCCCCCCCCCCCCCC(=O)[O-].[Na+]
CCCCCCCCCCCCCCCCBr=O).[Na+],CCCCCCCCCCCCCCCC(=O)[O-].[Na+]
CCCCCCCCCCCCCCCC(=O)[O-].,CCCCCCCCCCCCCCCC(=O)[O-].[Na+]
O=C(O)CCCCCCCCCCCCCCCCC,O=C(O)CCCCCCCCCCCCCCCCCF
)=C(O)CCCCCCCCCCCCCCCC1CF,O=C(O)CCCCCCCCCCCCCCCCCF
FCCCCCC1CCCCCCCCCCCCF,FCCCCCCCCCCCCCCCCCCF
FCCCCCCCCCCCCCCCCCC,FCCCCCCCCCCCCCCCCCCF
FCCCCCCCCCCCCCCCCCCCF,FCCCCCCCCCCCCCCCCCCF
OCCCCCCCCCCClCCCCCCCF,OCCCCCCCCCCCCCCCCCCF
OCCCCCCCCCCCCCCCCCC,OCCCCCCCCCCCCCCCCCCF
OCCCCCCCCCCCCCCC=CCCF,OCCCCCCCCCCCCCCCCCCF
C[Si](CC()F,C[Si](C)(C)F
C[Si](C)(C),C[Si](C)(C)F
C[Si](C)(1)F,C[Si](C)(C)F
C)S(=O)(=(OOF,COS(=O)(=O)F
COS(=O)(=O),COS(=O)(=O)F
CC(=O)CS(F)F)F,CC(=O)C(F)(F)F
CC(=(C)F)(F)F,CC(=O)C(F)(F)F
CC(=O)C(F)(F),CC(=O)C(F)(F)F
FC(F)(F)C(F)(F)C(F)(F)C(FP(F)C(F)(F)C(F)(F)CCl(F)(F)C(F)(F)Br,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F),FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br
FC(F(F)C(F)(FN)C(F)(F)C(F))F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br
CCOC(=O)C(F)(F)C(F)(F)C(F)()C(=O)OCC,CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(=O)OCC
CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(=O)OC,CCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(=O)OCC
CC(=O)O[C@])(C(C)=O)[C@H](C)C[C@H]2C3C=C(Cl)C4=CC(=O)CCC4(C)[C@H]3CCC21C,CC(=O)O[C@]1(C(C)=O)[C@H](C)C[C@H]2C3C=C(Cl)C4=CC(=O)CCC4(C)[C@H]3CCC21C
CC(=O)O[C@]1(C(C)=O)[C@H](C)C[C@H]2P3C=C(Cl)C4=CC(=O)CCC4(C)[C@H]3CCC21C,CC(=O)O[C@]1(C(C)=O)[C@H](C)C[C@H]2C3C=C(Cl)C4=CC(=O)CCC4(C)[C@H]3CCC21C
CC(=O)O[C@]1(C(C)=O)[C@H](C)C[C@H]2C3C=C(Cl)C4=CP(=O)CCC4(C)[C@H]3CCC21C,CC(=O)O[C@]1(C(C)=O)[C@H](C)C[C@H]2C3C=C(Cl)C4=CC(=O)CCC4(C)[C@H]3CCC21C
O=[N+]([O-])C(F)(F)C(F)(Cl)[N+](=O),O=[N+]([O-])C(F)(F)C(F)(Cl)[N+](=O)[O-]
O=[N+]([O-])C(F)(F)C(F)Cl)[N+](C=O)[O-],O=[N+]([O-])C(F)(F)C(F)(Cl)[N+](=O)[O-]
COC(F)(F)C(F),COC(F)(F)C(F)Cl
COC(F)(F)C(NF)Cl,COC(F)(F)C(F)Cl
FOC(F)(F)C(C)ClCl,COC(F)(F)C(F)Cl
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)[C@@]21C,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=OBrC=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
CCCC1(c2cccc(O)c2)CCN(C)C,CCCC1(c2cccc(O)c2)CCN(C)C1
CCCC1(c2cccc(O)c(2)CCN(C)C1,CCCC1(c2cccc(O)c2)CCN(C)C1
FC(FF())1(F)OC1(F)F,FC(F)(F)C1(F)OC1(F)F
FC(F)(F)C1S(F)OC1(F=),FC(F)(F)C1(F)OC1(F)F
F2(F)(F)(C1(F)OC1(F)F,FC(F)(F)C1(F)OC1(F)F
COC(F)(F)C,COC(F)(F)CCl
COC()(F)CCl,COC(F)(F)CCl
COC(F)(FC)CCl,COC(F)(F)CCl
CC[N+](CC)(CC)CC1.F[P-](F)(F)(F)(F)F,CC[N+](CC)(CC)CC.F[P-](F)(F)(F)(F)F
CC[N+](CC)(CC)CC.F[P-](F)F)(F)(F)F,CC[N+](CC)(CC)CC.F[P-](F)(F)(F)(F)F
C[N+](CC)(CC)CC.F[P-](F)(F)(F)(F)F=,CC[N+](CC)(CC)CC.F[P-](F)(F)(F)(F)F
PCC(=F)CO,CC(=O)CF
C1F=O)C(,CC(=O)CF
(CC(SO)CF,CC(=O)CF
CN(C)C(=OP)F,CN(C)C(=O)F
CN((C)C(=O)F,CN(C)C(=O)F
CN(NC)C(=O)F,CN(C)C(=O)F
COC(O)C(F)(F),COC(O)C(F)(F)F
COC(O)C(F)F)F,COC(O)C(F)(F)F
COC(=)C(F)(F)F,COC(=O)C(F)(F)F
OCC(=O)C(F)(F)F,COC(=O)C(F)(F)F
COC(2=O)C(F)(F)F,COC(=O)C(F)(F)F
F(F)(F)C(Cl)C(F)(F)F,FC(F)(F)C(Cl)C(F)(F)F
FC(F)(C)F(Cl)C(F)(F)F,FC(F)(F)C(Cl)C(F)(F)F
FC(F)(F)C(Cl)C(F))(FF,FC(F)(F)C(Cl)C(F)(F)F
CC1=C(C=O)C(C)(C)CCC,CC1=C(C=O)C(C)(C)CCC1
CCC=C(C=O)C(C)(C)1CCC1,CC1=C(C=O)C(C)(C)CCC1
C(=C(C=O)C1C)(C)CCC1,CC1=C(C=O)C(C)(C)CCC1
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)C,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CF
C#C[C@]1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21,C#C[C@]1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C
C#C[C@]1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCCC,C#C[C@]1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C
C#C[C@]1(O)CCC2C3CCC4=CC(=O)CC4(C)C3CCC21C,C#C[C@]1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C
C[C@]12CC(=CO)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C),C[C@]12CC(=CO)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
C[C@]12CC(=COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,C[C@]12CC(=CO)C(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2O
